code_muni,name_muni,code_state,abbrev_state,geometry
2200053.0,Acauã,22,PI,"POLYGON ((-41.09392197799996 -8.200338285266689, -41.07360391699995 -8.165509143265604, -41.06102570599995 -8.154516698265271, -41.05706586699994 -8.145721548264952, -41.04729912099998 -8.136031706264648, -41.03356236299992 -8.136845043264691, -41.02779917399992 -8.135712109264647, -41.01883421399998 -8.122707990264283, -41.01400692699996 -8.119752508264177, -40.99533813599992 -8.120392863264188, -40.98504320799998 -8.11861957426416, -40.98075775999995 -8.13654949526468, -40.97790079499998 -8.137731688264749, -40.94336530499992 -8.122222912264222, -40.93769585499994 -8.124956795264316, -40.92656178999994 -8.135107393264626, -40.92430168899994 -8.139717240264771, -40.91964382699995 -8.14121673926484, -40.91288511799996 -8.147275988265022, -40.91303683699993 -8.145212556264948, -40.91123765199995 -8.145644577264953, -40.90781576099993 -8.150999714265167, -40.90167889199995 -8.15367097826525, -40.89494405799995 -8.1531218612652, -40.89264651399997 -8.149273159265112, -40.89009991799998 -8.148969794265101, -40.88478230799996 -8.151080939265142, -40.87939805399998 -8.150709178265132, -40.87818685699993 -8.152353537265189, -40.87446919999996 -8.149363194265067, -40.86749738999997 -8.150376832265133, -40.86373875599998 -8.148240595265067, -40.85859458799996 -8.148815330265057, -40.85501477499997 -8.150208313265125, -40.85154314399994 -8.154436864265227, -40.85294984799997 -8.160569940265463, -40.84984610799994 -8.165166193265584, -40.85234416999998 -8.168729149265705, -40.84868874099993 -8.17314468626585, -40.84419583499993 -8.175822928265926, -40.84198953999992 -8.175467257265939, -40.84069517099993 -8.173822329265883, -40.83361517199994 -8.172480575265826, -40.83415236199994 -8.17009497126578, -40.82599441799993 -8.174255975265856, -40.82159451399998 -8.174824209265909, -40.82028811799994 -8.172998225265856, -40.81780938899993 -8.173650374265897, -40.80637419299995 -8.18570622226626, -40.80196446799994 -8.185911365266278, -40.79931043699997 -8.188213285266336, -40.79970089099993 -8.193710130266494, -40.79769419699993 -8.197200700266606, -40.79709973299997 -8.207925648266952, -40.79859375999995 -8.213049602267118, -40.79337159599993 -8.217014600267248, -40.79017612399996 -8.221517670267387, -40.78316046999998 -8.235754768267809, -40.76429268599998 -8.243993791268108, -40.76931862099996 -8.249458534268232, -40.78112664699994 -8.252590440268358, -40.78356505299997 -8.255435154268428, -40.78398274299996 -8.261848676268661, -40.78025816199994 -8.275808815269082, -40.78125688899996 -8.28007245526927, -40.77823536999994 -8.286137820269433, -40.78167838499995 -8.293115397269643, -40.77947998099994 -8.29844119526981, -40.77987976099996 -8.301932713269888, -40.78643392499998 -8.306440564270066, -40.79118067699994 -8.313321487270272, -40.79118056299995 -8.31732390027042, -40.79278774399995 -8.320031300270463, -40.80242081499994 -8.321939787270557, -40.81789611199996 -8.320490170270519, -40.81950915599997 -8.321908925270542, -40.81840225199993 -8.33014419827084, -40.82267670199997 -8.33772316027104, -40.81914605999998 -8.349116609271421, -40.82076026799996 -8.356618400271632, -40.81931870999994 -8.362357268271801, -40.82343184799998 -8.365391667271897, -40.82870364099994 -8.373780560272174, -40.83656597899994 -8.380799086272431, -40.84390150499997 -8.379133761272342, -40.85021211899992 -8.380528284272442, -40.85859127699995 -8.37961076827238, -40.85926393699997 -8.377710215272334, -40.85734587699994 -8.375644478272271, -40.86178946099994 -8.370654579272093, -40.86249763399996 -8.364991452271944, -40.86617940199994 -8.363446647271854, -40.86998107599992 -8.358538707271737, -40.87252303799993 -8.357410127271711, -40.89163442399995 -8.356085760271606, -40.89347230499992 -8.357310140271702, -40.89774650999993 -8.367917788271992, -40.89266648299996 -8.371792844272134, -40.89276943999992 -8.376720915272291, -40.88961153199994 -8.38259111927243, -40.88987038399994 -8.386749868272622, -40.89410878299998 -8.389962553272721, -40.89451908699994 -8.392502629272796, -40.90761548999996 -8.398987180272984, -40.90778754699993 -8.401374137273052, -40.90184918199998 -8.407957767273283, -40.90153544999998 -8.421627005273708, -40.90900859999994 -8.427329500273856, -40.91273610699994 -8.436179988274137, -40.91684814799998 -8.436160305274129, -40.92514903699999 -8.446326065274457, -40.93050694899994 -8.443650444274388, -40.94051596999998 -8.433234471274051, -40.95019904599997 -8.429150378273967, -40.95358143299995 -8.424706393273805, -40.95809181399994 -8.422457441273734, -40.95787801099993 -8.419398239273651, -40.96550895399997 -8.416458742273553, -40.96555809399996 -8.412128801273395, -40.97290103899996 -8.406933467273223, -40.97854500999995 -8.398650712272985, -40.98137942499994 -8.397929561272958, -40.99995320999994 -8.40029956527302, -41.00323469299996 -8.404002385273156, -41.00234485499993 -8.411790068273397, -41.00692540699998 -8.41766574327356, -41.00737983199996 -8.42092911427366, -41.02031278299995 -8.424686788273819, -41.02364864099996 -8.428475618273895, -41.03899057199992 -8.431829201274041, -41.04371784099993 -8.436656714274207, -41.04751052599993 -8.446110071274491, -41.05130634699997 -8.463358681275013, -41.04996741399998 -8.475504122275403, -41.05109856899998 -8.480473778275591, -41.05323291399997 -8.481119141275592, -41.05759517299999 -8.477657987275444, -41.07892697099993 -8.472503235275344, -41.08219442599994 -8.480081500275521, -41.08326597599994 -8.496622210276055, -41.09048992299996 -8.512625540276559, -41.09795758299998 -8.520751173276825, -41.10407220399998 -8.522368653276873, -41.10837746499993 -8.530732019277151, -41.11146399299997 -8.533631089277208, -41.11618484699993 -8.537269065277361, -41.11899255799994 -8.537525185277337, -41.12673285899995 -8.541955864277465, -41.12960592299998 -8.540855541277436, -41.13462734799997 -8.533538645277243, -41.13917382899996 -8.532666208277224, -41.14298944499996 -8.534283344277252, -41.14739349799998 -8.532975383277218, -41.14949354599997 -8.533917278277238, -41.14820416499998 -8.528768979277086, -41.14309265799994 -8.520703115276829, -41.14717248499995 -8.514559929276663, -41.15026752499995 -8.498662674276121, -41.16002159299996 -8.490596811275871, -41.15992780399994 -8.483937784275698, -41.16297594999997 -8.47695049527541, -41.16222563699995 -8.47244861827528, -41.17394927599997 -8.468697053275209, -41.19073752699995 -8.467852951275159, -41.19767792099998 -8.461381502274955, -41.20724441099997 -8.460162244274914, -41.20888571999995 -8.456551363274816, -41.20902640399998 -8.44656282327449, -41.21831152599997 -8.440888582274328, -41.21901494399997 -8.438825221274243, -41.21540406299993 -8.431134514273994, -41.20794782899997 -8.427570528273863, -41.20471210499993 -8.419551559273645, -41.20580478799997 -8.389990300272723, -41.19639435899995 -8.382475026272475, -41.19299614799996 -8.371626892272115, -41.19842021499993 -8.360778757271758, -41.19776671299996 -8.357184496271666, -41.19554480599992 -8.356008192271609, -41.18005680699997 -8.355681441271607, -41.17796559999993 -8.352348580271512, -41.17894340099996 -8.345800240271322, -41.17751239299997 -8.340110655271106, -41.15352462299995 -8.337318033271062, -41.14908080899993 -8.337906185271068, -41.14457164399994 -8.341108345271151, -41.14248043799994 -8.340193442271099, -41.14221903699995 -8.335880328271022, -41.14764310399994 -8.334638674270971, -41.15215226799995 -8.324574742270663, -41.15751098499993 -8.323529139270617, -41.16038639399993 -8.321372582270566, -41.16352320399994 -8.310655148270223, -41.16319645299995 -8.296735554269748, -41.17809630099998 -8.287717225269457, -41.18025285699997 -8.281508956269263, -41.18031820799995 -8.267720062268856, -41.16803236899994 -8.259028484268555, -41.16182409899994 -8.250271557268308, -41.15626933099997 -8.249618055268254, -41.14757775399994 -8.245108890268089, -41.14104273299995 -8.234979608267798, -41.12771129099996 -8.225895929267503, -41.11705000799997 -8.215537784267161, -41.09392197799996 -8.200338285266689))"
2200103.0,Agricolândia,22,PI,"POLYGON ((-42.64348479999995 -5.786408178189483, -42.65593530899996 -5.83234258919097, -42.72010135399994 -5.817128060190493, -42.72483487399995 -5.746761992188224, -42.73753818999995 -5.737505015187926, -42.74481206099994 -5.717720895187277, -42.73006479199995 -5.720010366187327, -42.74039513799994 -5.711954945187077, -42.73916815499997 -5.710944601187041, -42.73472266699998 -5.713515000187146, -42.73084497499998 -5.709522756187016, -42.72728743099998 -5.711709942187091, -42.72420391599996 -5.707056018186914, -42.71980893899995 -5.708808214186964, -42.72266337299993 -5.722279468187423, -42.72160004499994 -5.729126822187657, -42.72336698599997 -5.730953340187666, -42.71955331199995 -5.73596753818787, -42.71808295399995 -5.733758981187774, -42.71826304099994 -5.725472313187538, -42.71526791699994 -5.723016998187433, -42.71597516899993 -5.718229448187284, -42.71339020699997 -5.711846966187072, -42.71230556799998 -5.712130409187091, -42.71094624999994 -5.718975376187307, -42.70604975599997 -5.723507130187469, -42.70536484199994 -5.722258816187424, -42.70771211799996 -5.71445971318715, -42.70655117399996 -5.708803127186994, -42.70522048599997 -5.708654155186998, -42.69952638399997 -5.7155758981872, -42.69507806799993 -5.706409108186905, -42.67281059499992 -5.704690366186854, -42.66841702999994 -5.706637113186911, -42.67164741699997 -5.711918757187108, -42.66990191299993 -5.717229298187255, -42.67537401599996 -5.716629882187232, -42.67994513599995 -5.719378111187349, -42.68251196199998 -5.718621297187315, -42.68632518099998 -5.713989241187184, -42.68669273099994 -5.720795085187397, -42.69266499299994 -5.718566488187307, -42.69305381099997 -5.719719423187344, -42.68904987099994 -5.722815629187457, -42.68972919599996 -5.725022880187475, -42.69863727099993 -5.728364453187592, -42.69572385099996 -5.729836805187634, -42.68991057299996 -5.729334766187669, -42.68708931499997 -5.732341923187763, -42.68766576199993 -5.736081197187889, -42.68455927599995 -5.736499162187907, -42.67906559599992 -5.742368735188062, -42.67808097099997 -5.742747958188057, -42.67568059199993 -5.73837806018792, -42.66993252099996 -5.733707261187789, -42.66219656399993 -5.733532209187794, -42.65846481399996 -5.730357406187677, -42.65268393599996 -5.733923997187818, -42.65097588799996 -5.729752411187641, -42.64870737599995 -5.730125271187676, -42.64656682399994 -5.735337070187842, -42.64479374599994 -5.735137572187821, -42.64121185399995 -5.731338569187699, -42.64043982399995 -5.727503782187568, -42.63614670599997 -5.728875992187607, -42.63338914699995 -5.728193425187635, -42.63421460899996 -5.743046495188069, -42.64055937699993 -5.746090470188195, -42.63368649799997 -5.75166731318835, -42.62251452699996 -5.748027740188241, -42.62078590599998 -5.749028235188312, -42.62392811499996 -5.751913066188357, -42.62080180099997 -5.757027733188566, -42.61641396399993 -5.758723255188605, -42.62455891699994 -5.774076999189079, -42.63610423699998 -5.785322265189445, -42.64348479999995 -5.786408178189483))"
2200202.0,Água Branca,22,PI,"POLYGON ((-42.67824102999998 -5.90742467719338, -42.67657017599998 -5.896638240193059, -42.66178895499996 -5.89459378619302, -42.65947783599995 -5.864284272192025, -42.62631016599994 -5.861663237191928, -42.61495508099994 -5.852424054191603, -42.60103387499998 -5.853328313191656, -42.61300916499994 -5.887626312192768, -42.60637560699995 -5.888641232192783, -42.58585500799995 -5.903335100193251, -42.58468190499995 -5.920331711193829, -42.54808952599995 -5.933041773194232, -42.54782466799998 -5.94379800919461, -42.57989685099994 -5.947723423194702, -42.66225437299994 -5.952377793194826, -42.68617765799996 -5.958697504195024, -42.67824102999998 -5.90742467719338))"
2200251.0,Alagoinha Do Piauí,22,PI,"POLYGON ((-40.98432809099995 -6.96563021322741, -40.98153987699993 -6.915589619225818, -40.98383548699996 -6.836203801223268, -40.98367370399995 -6.796852616222015, -40.98149097399993 -6.772304020221254, -40.91717525899997 -6.767671815221093, -40.89719534499994 -6.76976609522116, -40.88281599099997 -6.792829139221857, -40.87371216399998 -6.791744270221869, -40.84757995999995 -6.784822320221616, -40.83941823499998 -6.795984038222014, -40.83671176199993 -6.849256539223698, -40.82828585899994 -6.92832074922623, -40.85054577599993 -6.985359607228062, -40.86019419199993 -6.990004715228178, -40.85443216799995 -7.020315906229158, -40.88777097599994 -7.049143356230076, -40.91333190499994 -7.07661553123098, -40.94454640699996 -7.093274944231529, -40.95990771699996 -7.107643755231977, -40.99758659199995 -7.137316035232916, -41.00117874899996 -7.086521111231311, -40.98582207399994 -6.989758949228199, -40.98432809099995 -6.96563021322741))"
2200277.0,Alegrete Do Piauí,22,PI,"POLYGON ((-40.87611454399995 -7.226747802235792, -40.86676326699995 -7.192486313234669, -40.86368228899994 -7.175418148234114, -40.88159356699997 -7.157318199233559, -40.88096291299995 -7.155879351233502, -40.85629957899994 -7.147790824233263, -40.85553105599995 -7.129502169232686, -40.84434696599993 -7.126331743232583, -40.77567541499996 -7.134698422232796, -40.74857201899993 -7.146403800233211, -40.72952657599994 -7.160284819233656, -40.69158933499995 -7.159727420233636, -40.69254437699993 -7.168752612233906, -40.70574255799993 -7.192226322234665, -40.71711893299994 -7.208007190235145, -40.71353313099996 -7.217514680235478, -40.70036504199992 -7.226471852235771, -40.73002841799995 -7.244680343236355, -40.74803700399996 -7.243152915236278, -40.75327215699997 -7.254707553236654, -40.79926496199993 -7.261036230236861, -40.82591349899997 -7.270539386237144, -40.84826750799993 -7.285346674237617, -40.87270707399994 -7.261703125236864, -40.87751356299997 -7.259757786236841, -40.88310350799998 -7.241135799236223, -40.87611454399995 -7.226747802235792))"
2200301.0,Alto Longá,22,PI,"POLYGON ((-42.32641595499995 -5.2976895071737, -42.32095996699996 -5.292170115173524, -42.31941042599993 -5.284446835173214, -42.31729155999995 -5.282039303173192, -42.32111411699998 -5.269543396172781, -42.31528713999995 -5.259635536172458, -42.31233231099998 -5.250896220172171, -42.31215116999994 -5.235140738171618, -42.28029458499997 -5.235206181171672, -42.25405985999998 -5.190871768170223, -42.22795428499995 -5.164709849169386, -42.21936814499997 -5.161472316169267, -42.19848054799996 -5.146591215168772, -42.19175685699997 -5.119724682167929, -42.15956268699993 -5.128573894168191, -42.14723121999997 -5.124586642168056, -42.14049617899996 -5.124554757168061, -42.13571179299999 -5.127296172168155, -42.13203226299997 -5.13456643016839, -42.12012740399995 -5.138038462168497, -42.07936865199996 -5.123391328168032, -42.03838208299993 -5.158888702169189, -42.02258522499994 -5.164105787169318, -41.99474784099993 -5.167880277169458, -42.00070810199997 -5.187268492170083, -41.99802375099993 -5.1941124321703, -41.99889383499993 -5.200386975170522, -42.00247614299996 -5.205420790170691, -42.00818616299995 -5.209636732170858, -42.00877444999998 -5.221955989171255, -42.01762926999994 -5.228804180171425, -42.02012091899996 -5.233634082171633, -42.01978739399993 -5.235815028171658, -42.01759060999995 -5.237209590171737, -42.00948192799995 -5.233355260171573, -42.00534761999995 -5.237666137171747, -42.00058989799993 -5.240151625171805, -42.00147089999995 -5.251117558172202, -42.00238061699996 -5.25282518317225, -42.00681182299996 -5.25448576117228, -42.00855950199997 -5.258854777172415, -42.01414191699997 -5.262936687172579, -42.01503498299996 -5.2674039351727, -42.00976002599997 -5.273169306172882, -41.99753499499996 -5.275764589172954, -41.99307563899997 -5.287054261173373, -42.00017424399994 -5.295304931173618, -42.01075555199998 -5.297848391173665, -42.01468979099996 -5.301762654173813, -42.01825755699997 -5.299225317173766, -42.02324757399997 -5.29963053617372, -42.02684192999993 -5.302563906173817, -42.02725077299993 -5.304866904173892, -42.03114773599998 -5.306906749173964, -42.03195844999992 -5.310068072174108, -42.02882703999995 -5.314323922174234, -42.03159413399992 -5.316831072174299, -42.03168719099994 -5.323499189174531, -42.03359933699994 -5.326439863174617, -42.03353255399998 -5.331541739174748, -42.03173888699995 -5.334101192174838, -42.03577127899996 -5.338752722175048, -42.03126567899995 -5.343568118175154, -42.02838976699996 -5.343706197175175, -42.02990345399996 -5.346618136175271, -42.02733347799994 -5.346754055175265, -42.02786793399996 -5.349671189175355, -42.02122540899995 -5.349488448175323, -42.02169911099997 -5.346105575175266, -42.01600923599994 -5.346533227175258, -42.01535818599996 -5.344908056175213, -42.01201411299996 -5.349288364175351, -42.00962560399994 -5.348962075175354, -42.00891032199996 -5.346752406175254, -42.00622517499993 -5.348333180175299, -42.00334228699995 -5.3469954851753, -42.00228034999997 -5.348813510175333, -42.00528592099993 -5.350335904175397, -42.00556292099997 -5.356818438175594, -42.00119016899998 -5.35757809317565, -42.00248621599997 -5.360029894175728, -41.99953052399997 -5.362595704175778, -42.00239136599998 -5.365500649175873, -42.00115033199994 -5.36815069017595, -41.99881995599997 -5.36739340617594, -41.99596358199994 -5.371586894176073, -41.99660789299997 -5.378038269176261, -41.99191182499992 -5.381656250176388, -41.99132943699993 -5.387744909176575, -41.98622619799993 -5.38936781517665, -41.98319449799993 -5.38870653617665, -41.97903755999993 -5.39604188717689, -41.97264949499998 -5.391861363176758, -41.96699365999996 -5.392996227176796, -41.96367711799996 -5.389518644176675, -41.96001168699996 -5.390539760176695, -41.96096671199996 -5.393823799176797, -41.95905570799993 -5.397276207176895, -41.95377853299992 -5.394412841176819, -41.95025748199998 -5.400792257177044, -41.94441196399998 -5.40705374317721, -41.94349148999999 -5.414686865177482, -41.94789461999994 -5.419272476177618, -41.94885386999992 -5.428289214177928, -41.95422224299994 -5.434460307178092, -41.95782103599998 -5.44307492717839, -41.95781881399996 -5.448011238178543, -41.95492638399997 -5.45487236717876, -41.95650363199995 -5.457301529178839, -41.96357419499997 -5.459135727178884, -41.96987852599995 -5.463823234179065, -41.97539943999993 -5.477194447179473, -41.99238696599996 -5.494509968180037, -41.99443553999998 -5.501765518180281, -41.99907248799997 -5.50770384718048, -41.99918890999993 -5.522008553180975, -42.00679974299993 -5.53087303918125, -42.02123005699997 -5.541738879181611, -42.03192090299996 -5.556423660182068, -42.05413456499996 -5.559796814182207, -42.06159476099997 -5.564029360182305, -42.06625633599997 -5.568535910182483, -42.07582310199995 -5.571954347182592, -42.09192570499993 -5.581644366182898, -42.09634388099994 -5.589664384183133, -42.10518516199994 -5.591139642183191, -42.12051838899998 -5.601694110183493, -42.13059772399998 -5.601839227183549, -42.13884714299996 -5.615909472183975, -42.14082697299994 -5.624225219184228, -42.14110108299996 -5.642105662184829, -42.14239672799994 -5.643943384184896, -42.15570489199995 -5.651301749185143, -42.16523137099995 -5.651678782185168, -42.17477923299997 -5.648120223185038, -42.18413583999995 -5.650917627185129, -42.19649653299995 -5.651288642185123, -42.20187040799993 -5.652826058185171, -42.20943547199995 -5.663992893185526, -42.22843438899996 -5.671267380185789, -42.23592426999994 -5.640704037184803, -42.25650466899998 -5.62091952118416, -42.26201461799996 -5.581660987182881, -42.27350830899996 -5.563624256182303, -42.26597176399996 -5.555069024182029, -42.27256406599997 -5.54394652418167, -42.28661228799996 -5.502937857180315, -42.29722980099995 -5.486475087179806, -42.30175025299997 -5.457965783178889, -42.31725928899993 -5.441219275178367, -42.33406155299996 -5.395238596176855, -42.34625368999996 -5.390526428176669, -42.35547669499993 -5.382015621176392, -42.34896910699996 -5.36285790617577, -42.35323499399993 -5.354669420175507, -42.35710121399995 -5.352344278175464, -42.35844701099995 -5.340734431175053, -42.36185662099995 -5.330461023174736, -42.36883455799995 -5.32061049617444, -42.36349585599992 -5.317175182174339, -42.35748525899993 -5.316282427174303, -42.35447934099994 -5.312598802174187, -42.34958934799994 -5.312376363174137, -42.34732673799994 -5.309794785174063, -42.34294736099997 -5.311047473174137, -42.33934099199997 -5.306581979173944, -42.32641595499995 -5.2976895071737))"
2200400.0,Altos,22,PI,"POLYGON ((-42.60152188899996 -5.004144078164162, -42.60179534899999 -4.904277731160927, -42.37040549199997 -4.831989454158554, -42.31288873299997 -4.938532123162021, -42.39087721299995 -5.141355763168628, -42.37905218799994 -5.152669422168998, -42.39355404599996 -5.170105975169552, -42.39902763799995 -5.170129671169507, -42.41332343399995 -5.181281709169917, -42.42185270099998 -5.183843876170013, -42.41866303299997 -5.187345413170082, -42.41942123599995 -5.189324996170132, -42.43034402099994 -5.195740115170409, -42.44177879299996 -5.211054836170877, -42.44570779099995 -5.21392674717098, -42.44878110899997 -5.211853688170897, -42.45088155399997 -5.206919289170706, -42.45438509699994 -5.207042538170715, -42.46546304399993 -5.20214320217057, -42.46976405999992 -5.194142336170326, -42.46923048299993 -5.190734747170217, -42.47626860699994 -5.18285428116996, -42.47719662799994 -5.169786346169547, -42.48201965399993 -5.168289719169493, -42.57943516299996 -5.169109433169511, -42.57925991699994 -5.174140104169656, -42.58628150999994 -5.181712999169926, -42.58956485299996 -5.183769212169999, -42.59489288299994 -5.184262547169992, -42.59897265299997 -5.194312431170344, -42.60122928999992 -5.099309752167255, -42.60152188899996 -5.004144078164162))"
2200459.0,Alvorada Do Gurguéia,22,PI,"POLYGON ((-44.01332989799994 -8.403061572273121, -43.91928568699996 -8.387336332272636, -43.87910942399997 -8.313571924270322, -43.82498526899997 -8.314339102270335, -43.83011944999997 -8.308660478270163, -43.82800512899996 -8.307695255270085, -43.82963056999995 -8.306928336270069, -43.82946953799996 -8.30554378127, -43.82427966299996 -8.302202472269945, -43.82719785099993 -8.300958615269886, -43.82812480599994 -8.294921987269708, -43.82945000299998 -8.29441911326969, -43.82593567399993 -8.290791424269587, -43.82828194899997 -8.288242552269473, -43.82418827399993 -8.286154540269397, -43.82413894599994 -8.284452196269376, -43.82089008799993 -8.284974465269386, -43.82370196299996 -8.283306563269321, -43.82348776899994 -8.281203754269251, -43.81990821499993 -8.281699042269279, -43.81767152099996 -8.284540049269362, -43.81729731999995 -8.280733075269234, -43.81525843499997 -8.28155199826926, -43.81445215299993 -8.283996942269331, -43.81199115199995 -8.278694815269185, -43.81571550699993 -8.275698820269097, -43.81680272399995 -8.271766450268993, -43.82011385499992 -8.268206862268844, -43.81918417099995 -8.266101295268784, -43.82255183399996 -8.263158448268705, -43.82374804799996 -8.256898791268512, -43.82228009799996 -8.253521325268386, -43.64754921999997 -8.252032706268361, -43.63062878599992 -8.263826961268707, -43.68343750299994 -8.5991161642793, -43.70249863799994 -8.600410061279318, -43.70990536499993 -8.598775365279263, -43.71939930699995 -8.594177806279143, -43.72290085499998 -8.594877936279154, -43.72628801899997 -8.598278314279289, -43.72971793799996 -8.598773544279258, -43.73713695999992 -8.594373694279147, -43.74777228899995 -8.591900132279095, -43.75253079799995 -8.589380956279005, -43.76208289499994 -8.588304962278952, -43.76828490499997 -8.583985157278834, -44.02463625899998 -8.603716948279438, -44.02804470899996 -8.610744597279652, -44.20853313899993 -8.627144027280165, -44.20547393999993 -8.553691312277881, -44.40842753499993 -8.461829570274976, -44.38351847799998 -8.366142958271954, -44.10670015999993 -8.369405692272032, -44.09043304999994 -8.372256513272157, -44.05980200099998 -8.381343903272434, -44.01332989799994 -8.403061572273121))"
2200509.0,Amarante,22,PI,"POLYGON ((-42.86266155399993 -6.239289590204089, -42.87235622099995 -6.228431183203745, -42.87719362199994 -6.225793254203642, -42.89326546399996 -6.226036642203658, -42.91247169299992 -6.216356862203362, -42.92336082499997 -6.206780604203058, -42.93390231999994 -6.193040578202635, -42.95186558299996 -6.187699795202446, -42.96858599499994 -6.178251737202114, -42.97545072299994 -6.167541569201823, -42.97938387499993 -6.138148655200844, -42.79338008299992 -6.100121372199605, -42.79734132299995 -6.110434228199972, -42.80112050699996 -6.146927538201123, -42.79363786699997 -6.187314399202414, -42.78842570899996 -6.202508870202941, -42.76979610299996 -6.186467935202384, -42.72631881999996 -6.175119107202025, -42.71949469199995 -6.199570318202785, -42.71962064799993 -6.215032511203304, -42.71455905399995 -6.263017207204868, -42.66969203499996 -6.290269156205752, -42.59328969999994 -6.490556588212168, -42.65313620199998 -6.504869277212653, -42.79111764299994 -6.521794642213197, -42.84145134699997 -6.705632525219088, -42.85693765199994 -6.662281908217695, -42.86021953999994 -6.662680407217688, -42.86777242699998 -6.658269911217545, -42.87627946399993 -6.656122000217478, -42.88281559099993 -6.655668797217519, -42.88542288399998 -6.657605113217517, -42.88917242399997 -6.654865256217437, -42.89583541699994 -6.656906128217509, -42.91020169599994 -6.647890355217236, -42.91539369499997 -6.646069653217162, -42.91744927899998 -6.639665461216954, -42.90961520199993 -6.618899996216272, -42.90586512499993 -6.599575296215697, -42.89925315599992 -6.59026657721539, -42.88911026999995 -6.580429216215078, -42.88475537099998 -6.572626534214799, -42.88394798499996 -6.563074069214541, -42.88844617099993 -6.552647886214156, -42.88944368099992 -6.538506887213692, -42.88613933599999 -6.532628529213553, -42.88053377599993 -6.528148540213391, -42.87383745099999 -6.518571919213076, -42.87122593899993 -6.512076838212845, -42.87164340899994 -6.510266701212841, -42.87710820099993 -6.508930541212742, -42.88355696399998 -6.509336204212799, -42.88694507399998 -6.506957054212695, -42.88438492599993 -6.495490034212326, -42.87900040699998 -6.492207895212261, -42.87105277899996 -6.489838310212137, -42.86760861199996 -6.485960645212057, -42.86675728199997 -6.482437206211892, -42.87108500899996 -6.466253002211421, -42.86955716599994 -6.450336189210875, -42.87722021399997 -6.428766015210203, -42.87775365199996 -6.417867613209829, -42.86752963899993 -6.400643661209299, -42.85730170999994 -6.389447733208914, -42.85533866799994 -6.382769910208737, -42.85652542599995 -6.370586431208321, -42.85236504399995 -6.359108262207966, -42.84684763399996 -6.352765714207719, -42.83289316899992 -6.34491867620751, -42.82933289099999 -6.337421360207252, -42.83367018299998 -6.327997707206942, -42.83708059399998 -6.325352350206869, -42.85471708599993 -6.333658710207145, -42.85697440899997 -6.333449714207092, -42.86018973499994 -6.330544275207046, -42.85885941699996 -6.324400368206835, -42.85069698199992 -6.307349757206285, -42.84700247099993 -6.282493587205524, -42.84795039299996 -6.278731643205361, -42.85546800399993 -6.267099291204997, -42.85547565499996 -6.250737131204451, -42.86266155399993 -6.239289590204089))"
2200608.0,Angical Do Piauí,22,PI,"POLYGON ((-42.79206581499994 -6.074604862198785, -42.79174829499992 -6.068415513198564, -42.82013904399997 -5.991745010196107, -42.81136804899995 -5.994188735196225, -42.78033540299997 -5.963517504195232, -42.77701837599994 -5.975348199195585, -42.78488604499994 -6.015658549196907, -42.73457189799995 -6.011674123196779, -42.73465810299996 -6.016380782196914, -42.73905869799994 -6.029160537197318, -42.73447424799996 -6.048035349197963, -42.72547783699996 -6.058674358198304, -42.71952600599995 -6.062587982198413, -42.70325097899995 -6.081291379199003, -42.70271864599993 -6.09947982719958, -42.69642315799995 -6.10842909719987, -42.68845845299995 -6.112412995199993, -42.68783456299997 -6.129709220200566, -42.68219753299996 -6.138510164200865, -42.68498663999997 -6.146224090201127, -42.68485069699994 -6.153669739201344, -42.68981764399996 -6.162091083201608, -42.68929882199995 -6.169296419201863, -42.68833607599998 -6.172591179201933, -42.67796664899998 -6.185397767202329, -42.67674685799995 -6.189409165202512, -42.67764164199996 -6.194013993202641, -42.68843680699995 -6.199181056202787, -42.68939869099994 -6.205573557203048, -42.68278582199997 -6.214092764203268, -42.71962064799993 -6.215032511203304, -42.71949469199995 -6.199570318202785, -42.72631881999996 -6.175119107202025, -42.76979610299996 -6.186467935202384, -42.78842570899996 -6.202508870202941, -42.79363786699997 -6.187314399202414, -42.80112050699996 -6.146927538201123, -42.79734132299995 -6.110434228199972, -42.79338008299992 -6.100121372199605, -42.79206581499994 -6.074604862198785))"
